POST_NAME,ET_DESC,ET_PRIM_REASON,ET_PRIM_DESC,ET_SEC_REASON,ET_SEC_DESC,Count of VOL_ID
ETHIOPIA,RESIGNATION,,,,,28
ETHIOPIA,RESIGNATION,200,Adaptation,,,2
ETHIOPIA,RESIGNATION,200,Adaptation,500,Personal Safety,1
ETHIOPIA,RESIGNATION,214,amount of work,710,resignation in lieu of administrative separation,1
ETHIOPIA,RESIGNATION,214,amount of work,610,romantic interest,1
ETHIOPIA,RESIGNATION,311,emotional/mental health,,,5
ETHIOPIA,RESIGNATION,311,emotional/mental health,212,host country counterpart/support,1
ETHIOPIA,RESIGNATION,311,emotional/mental health,410,host country culture,1
ETHIOPIA,RESIGNATION,311,emotional/mental health,511,physical assault/harassment,1
ETHIOPIA,RESIGNATION,311,emotional/mental health,414,preferred another country/region,1
ETHIOPIA,RESIGNATION,613,financial,214,amount of work,1
ETHIOPIA,RESIGNATION,613,financial,615,friend(s) or other family responsibility,1
ETHIOPIA,RESIGNATION,613,financial,616,other personal/family related,1
ETHIOPIA,RESIGNATION,615,friend(s) or other family responsibility,,,11
ETHIOPIA,RESIGNATION,615,friend(s) or other family responsibility,311,emotional/mental health,1
ETHIOPIA,RESIGNATION,615,friend(s) or other family responsibility,613,financial,1
ETHIOPIA,RESIGNATION,615,friend(s) or other family responsibility,616,other personal/family related,6
ETHIOPIA,RESIGNATION,611,further education,,,3
ETHIOPIA,RESIGNATION,611,further education,214,amount of work,1
ETHIOPIA,RESIGNATION,611,further education,212,host country counterpart/support,1
ETHIOPIA,RESIGNATION,611,further education,616,other personal/family related,1
ETHIOPIA,RESIGNATION,212,host country counterpart/support,,,1
ETHIOPIA,RESIGNATION,212,host country counterpart/support,610,romantic interest,1
ETHIOPIA,RESIGNATION,410,host country culture,,,2
ETHIOPIA,RESIGNATION,410,host country culture,311,emotional/mental health,3
ETHIOPIA,RESIGNATION,410,host country culture,511,physical assault/harassment,1
ETHIOPIA,RESIGNATION,410,host country culture,216,political/civil unrest,1
ETHIOPIA,RESIGNATION,410,host country culture,512,sexual assault/harassment,1
ETHIOPIA,RESIGNATION,412,living arrangements/housing location,,,1
ETHIOPIA,RESIGNATION,412,living arrangements/housing location,410,host country culture,1
ETHIOPIA,RESIGNATION,213,matching skills with work assignment,,,1
ETHIOPIA,RESIGNATION,213,matching skills with work assignment,212,host country counterpart/support,1
ETHIOPIA,RESIGNATION,213,matching skills with work assignment,412,living arrangements/housing location,1
ETHIOPIA,RESIGNATION,213,matching skills with work assignment,616,other personal/family related,1
ETHIOPIA,RESIGNATION,600,Other,,,2
ETHIOPIA,RESIGNATION,612,other career opportunity,,,9
ETHIOPIA,RESIGNATION,612,other career opportunity,611,further education,1
ETHIOPIA,RESIGNATION,612,other career opportunity,610,romantic interest,2
ETHIOPIA,RESIGNATION,415,other country assignment/adaptation,,,5
ETHIOPIA,RESIGNATION,415,other country assignment/adaptation,612,other career opportunity,1
ETHIOPIA,RESIGNATION,115,other Peace Corps support,,,3
ETHIOPIA,RESIGNATION,115,other Peace Corps support,311,emotional/mental health,1
ETHIOPIA,RESIGNATION,616,other personal/family related,,,37
ETHIOPIA,RESIGNATION,616,other personal/family related,311,emotional/mental health,1
ETHIOPIA,RESIGNATION,616,other personal/family related,212,host country counterpart/support,1
ETHIOPIA,RESIGNATION,616,other personal/family related,410,host country culture,1
ETHIOPIA,RESIGNATION,616,other personal/family related,217,other program/work assignment,1
ETHIOPIA,RESIGNATION,616,other personal/family related,610,romantic interest,1
ETHIOPIA,RESIGNATION,616,other personal/family related,712,unrealistic expectations,3
ETHIOPIA,RESIGNATION,217,other program/work assignment,,,2
ETHIOPIA,RESIGNATION,711,other volunteers/trainees,,,1
ETHIOPIA,RESIGNATION,113,Peace Corps policies,,,21
ETHIOPIA,RESIGNATION,113,Peace Corps policies,311,emotional/mental health,1
ETHIOPIA,RESIGNATION,113,Peace Corps policies,415,other country assignment/adaptation,1
ETHIOPIA,RESIGNATION,113,Peace Corps policies,710,resignation in lieu of administrative separation,6
ETHIOPIA,RESIGNATION,113,Peace Corps policies,610,romantic interest,1
ETHIOPIA,RESIGNATION,114,Peace Corps staff in country,,,3
ETHIOPIA,RESIGNATION,100,Personal/Family,,,4
ETHIOPIA,RESIGNATION,511,physical assault/harassment,212,host country counterpart/support,1
ETHIOPIA,RESIGNATION,310,physical health,,,3
ETHIOPIA,RESIGNATION,310,physical health,311,emotional/mental health,1
ETHIOPIA,RESIGNATION,310,physical health,211,language skills,1
ETHIOPIA,RESIGNATION,310,physical health,210,technical skills,1
ETHIOPIA,RESIGNATION,216,political/civil unrest,,,2
ETHIOPIA,RESIGNATION,0,Prefer not to respond,,,9
ETHIOPIA,RESIGNATION,710,resignation in lieu of administrative separation,,,7
ETHIOPIA,RESIGNATION,710,resignation in lieu of administrative separation,311,emotional/mental health,1
ETHIOPIA,RESIGNATION,710,resignation in lieu of administrative separation,615,friend(s) or other family responsibility,1
ETHIOPIA,RESIGNATION,710,resignation in lieu of administrative separation,415,other country assignment/adaptation,1
ETHIOPIA,RESIGNATION,610,romantic interest,,,4
ETHIOPIA,RESIGNATION,610,romantic interest,410,host country culture,1
ETHIOPIA,RESIGNATION,512,sexual assault/harassment,,,1
ETHIOPIA,RESIGNATION,512,sexual assault/harassment,311,emotional/mental health,1
ETHIOPIA,RESIGNATION,512,sexual assault/harassment,616,other personal/family related,1
ETHIOPIA,RESIGNATION,614,spousal responsibility,310,physical health,1
ETHIOPIA,RESIGNATION,210,technical skills,,,1
ETHIOPIA,RESIGNATION,712,unrealistic expectations,,,5
ETHIOPIA,RESIGNATION,712,unrealistic expectations,412,living arrangements/housing location,1
ETHIOPIA,RESIGNATION,712,unrealistic expectations,415,other country assignment/adaptation,1
ETHIOPIA,RESIGNATION,700,V/T Prefers Not to Respond,,,1
FIJI,RESIGNATION,,,,,36
FIJI,RESIGNATION,200,Adaptation,100,Personal/Family,1
FIJI,RESIGNATION,112,administrative support,217,other program/work assignment,1
FIJI,RESIGNATION,214,amount of work,216,political/civil unrest,1
FIJI,RESIGNATION,214,amount of work,215,project/site development,2
FIJI,RESIGNATION,116,death/illness of close friend or family member,,,2
FIJI,RESIGNATION,116,death/illness of close friend or family member,117,family financial obligations,2
FIJI,RESIGNATION,119,divorce or separation from PCV/T spouse,415,other country assignment/adaptation,1
FIJI,RESIGNATION,311,emotional/mental health,,,3
FIJI,RESIGNATION,117,family financial obligations,120,other family,1
FIJI,RESIGNATION,615,friend(s) or other family responsibility,,,2
FIJI,RESIGNATION,615,friend(s) or other family responsibility,311,emotional/mental health,2
FIJI,RESIGNATION,615,friend(s) or other family responsibility,613,financial,1
FIJI,RESIGNATION,615,friend(s) or other family responsibility,612,other career opportunity,1
FIJI,RESIGNATION,615,friend(s) or other family responsibility,616,other personal/family related,6
FIJI,RESIGNATION,615,friend(s) or other family responsibility,614,spousal responsibility,1
FIJI,RESIGNATION,611,further education,,,2
FIJI,RESIGNATION,410,host country culture,119,divorce or separation from PCV/T spouse,1
FIJI,RESIGNATION,410,host country culture,311,emotional/mental health,1
FIJI,RESIGNATION,312,illegal substance,,,1
FIJI,RESIGNATION,400,Job Related,,,1
FIJI,RESIGNATION,211,language skills,,,1
FIJI,RESIGNATION,412,living arrangements/housing location,,,1
FIJI,RESIGNATION,412,living arrangements/housing location,612,other career opportunity,1
FIJI,RESIGNATION,412,living arrangements/housing location,113,Peace Corps policies,1
FIJI,RESIGNATION,213,matching skills with work assignment,410,host country culture,1
FIJI,RESIGNATION,300,Medical Concerns,,,2
FIJI,RESIGNATION,111,medical support,615,friend(s) or other family responsibility,1
FIJI,RESIGNATION,111,medical support,110,technical support,2
FIJI,RESIGNATION,716,other (please explain),120,other family,1
FIJI,RESIGNATION,612,other career opportunity,,,4
FIJI,RESIGNATION,612,other career opportunity,613,financial,1
FIJI,RESIGNATION,612,other career opportunity,615,friend(s) or other family responsibility,1
FIJI,RESIGNATION,612,other career opportunity,616,other personal/family related,2
FIJI,RESIGNATION,612,other career opportunity,217,other program/work assignment,1
FIJI,RESIGNATION,415,other country assignment/adaptation,,,1
FIJI,RESIGNATION,415,other country assignment/adaptation,412,living arrangements/housing location,1
FIJI,RESIGNATION,415,other country assignment/adaptation,115,other Peace Corps support,1
FIJI,RESIGNATION,415,other country assignment/adaptation,216,political/civil unrest,1
FIJI,RESIGNATION,415,other country assignment/adaptation,110,technical support,1
FIJI,RESIGNATION,120,other family,410,host country culture,1
FIJI,RESIGNATION,120,other family,113,Peace Corps policies,1
FIJI,RESIGNATION,516,other personal safety (please explain),415,other country assignment/adaptation,1
FIJI,RESIGNATION,616,other personal/family related,,,4
FIJI,RESIGNATION,616,other personal/family related,311,emotional/mental health,1
FIJI,RESIGNATION,616,other personal/family related,613,financial,2
FIJI,RESIGNATION,616,other personal/family related,615,friend(s) or other family responsibility,3
FIJI,RESIGNATION,616,other personal/family related,115,other Peace Corps support,1
FIJI,RESIGNATION,616,other personal/family related,113,Peace Corps policies,1
FIJI,RESIGNATION,217,other program/work assignment,612,other career opportunity,1
FIJI,RESIGNATION,217,other program/work assignment,616,other personal/family related,1
FIJI,RESIGNATION,221,other program/work related (please explain),116,death/illness of close friend or family member,1
FIJI,RESIGNATION,221,other program/work related (please explain),716,other (please explain),1
FIJI,RESIGNATION,711,other volunteers/trainees,311,emotional/mental health,1
FIJI,RESIGNATION,113,Peace Corps policies,412,living arrangements/housing location,1
FIJI,RESIGNATION,113,Peace Corps policies,120,other family,1
FIJI,RESIGNATION,114,Peace Corps staff in country,113,Peace Corps policies,1
FIJI,RESIGNATION,100,Personal/Family,,,2
FIJI,RESIGNATION,100,Personal/Family,400,Job Related,2
FIJI,RESIGNATION,310,physical health,,,4
FIJI,RESIGNATION,310,physical health,311,emotional/mental health,2
FIJI,RESIGNATION,310,physical health,211,language skills,1
FIJI,RESIGNATION,310,physical health,221,other program/work related (please explain),1
FIJI,RESIGNATION,310,physical health,414,preferred another country/region,1
FIJI,RESIGNATION,310,physical health,413,site location,1
FIJI,RESIGNATION,215,project/site development,,,2
FIJI,RESIGNATION,710,resignation in lieu of administrative separation,,,3
FIJI,RESIGNATION,610,romantic interest,,,2
FIJI,RESIGNATION,413,site location,217,other program/work assignment,1
FIJI,RESIGNATION,614,spousal responsibility,,,1
FIJI,RESIGNATION,110,technical support,217,other program/work assignment,1
FIJI,RESIGNATION,714,unable to adhere to Peace Corps policies,216,political/civil unrest,1
FIJI,RESIGNATION,712,unrealistic expectations,,,1
FIJI,RESIGNATION,712,unrealistic expectations,410,host country culture,1
FIJI,RESIGNATION,712,unrealistic expectations,710,resignation in lieu of administrative separation,1
FIJI,RESIGNATION,712,unrealistic expectations,714,unable to adhere to Peace Corps policies,1
GABON,RESIGNATION,,,,,15
GABON,RESIGNATION,200,Adaptation,,,10
GABON,RESIGNATION,200,Adaptation,400,Job Related,1
GABON,RESIGNATION,200,Adaptation,300,Medical Concerns,1
GABON,RESIGNATION,116,death/illness of close friend or family member,,,1
GABON,RESIGNATION,116,death/illness of close friend or family member,112,administrative support,1
GABON,RESIGNATION,116,death/illness of close friend or family member,410,host country culture,2
GABON,RESIGNATION,311,emotional/mental health,710,resignation in lieu of administrative separation,1
GABON,RESIGNATION,312,illegal substance,513,road safety/traveling,1
GABON,RESIGNATION,400,Job Related,,,4
GABON,RESIGNATION,400,Job Related,100,Personal/Family,1
GABON,RESIGNATION,300,Medical Concerns,,,2
GABON,RESIGNATION,300,Medical Concerns,500,Personal Safety,1
GABON,RESIGNATION,111,medical support,216,political/civil unrest,1
GABON,RESIGNATION,600,Other,,,3
GABON,RESIGNATION,716,other (please explain),,,1
GABON,RESIGNATION,716,other (please explain),311,emotional/mental health,2
GABON,RESIGNATION,415,other country assignment/adaptation,,,1
GABON,RESIGNATION,120,other family,,,1
GABON,RESIGNATION,120,other family,221,other program/work related (please explain),1
GABON,RESIGNATION,120,other family,310,physical health,1
GABON,RESIGNATION,217,other program/work assignment,212,host country counterpart/support,1
GABON,RESIGNATION,221,other program/work related (please explain),,,1
GABON,RESIGNATION,221,other program/work related (please explain),112,administrative support,1
GABON,RESIGNATION,221,other program/work related (please explain),311,emotional/mental health,1
GABON,RESIGNATION,221,other program/work related (please explain),415,other country assignment/adaptation,1
GABON,RESIGNATION,221,other program/work related (please explain),120,other family,1
GABON,RESIGNATION,500,Personal Safety,,,3
GABON,RESIGNATION,100,Personal/Family,,,26
GABON,RESIGNATION,100,Personal/Family,400,Job Related,3
GABON,RESIGNATION,100,Personal/Family,600,Other,1
GABON,RESIGNATION,310,physical health,,,2
GABON,RESIGNATION,310,physical health,116,death/illness of close friend or family member,1
GABON,RESIGNATION,310,physical health,311,emotional/mental health,1
GABON,RESIGNATION,215,project/site development,,,1
GABON,RESIGNATION,110,technical support,120,other family,1
GABON,RESIGNATION,714,unable to adhere to Peace Corps policies,310,physical health,1
GAMBIA,RESIGNATION,,,,,157
GAMBIA,RESIGNATION,200,Adaptation,,,4
GAMBIA,RESIGNATION,200,Adaptation,400,Job Related,1
GAMBIA,RESIGNATION,200,Adaptation,300,Medical Concerns,1
GAMBIA,RESIGNATION,214,amount of work,612,other career opportunity,1
GAMBIA,RESIGNATION,214,amount of work,215,project/site development,1
GAMBIA,RESIGNATION,510,crime and personal safety,311,emotional/mental health,1
GAMBIA,RESIGNATION,311,emotional/mental health,,,1
GAMBIA,RESIGNATION,311,emotional/mental health,611,further education,1
GAMBIA,RESIGNATION,311,emotional/mental health,411,host community/host family,2
GAMBIA,RESIGNATION,311,emotional/mental health,410,host country culture,1
GAMBIA,RESIGNATION,311,emotional/mental health,616,other personal/family related,1
GAMBIA,RESIGNATION,117,family financial obligations,210,technical skills,1
GAMBIA,RESIGNATION,615,friend(s) or other family responsibility,,,3
GAMBIA,RESIGNATION,615,friend(s) or other family responsibility,616,other personal/family related,2
GAMBIA,RESIGNATION,611,further education,,,1
GAMBIA,RESIGNATION,611,further education,410,host country culture,1
GAMBIA,RESIGNATION,611,further education,115,other Peace Corps support,1
GAMBIA,RESIGNATION,410,host country culture,,,1
GAMBIA,RESIGNATION,410,host country culture,311,emotional/mental health,1
GAMBIA,RESIGNATION,410,host country culture,616,other personal/family related,1
GAMBIA,RESIGNATION,400,Job Related,,,3
GAMBIA,RESIGNATION,400,Job Related,600,Other,1
GAMBIA,RESIGNATION,400,Job Related,100,Personal/Family,1
GAMBIA,RESIGNATION,412,living arrangements/housing location,311,emotional/mental health,1
GAMBIA,RESIGNATION,213,matching skills with work assignment,410,host country culture,1
GAMBIA,RESIGNATION,300,Medical Concerns,,,1
GAMBIA,RESIGNATION,111,medical support,310,physical health,1
GAMBIA,RESIGNATION,600,Other,,,1
GAMBIA,RESIGNATION,716,other (please explain),,,1
GAMBIA,RESIGNATION,612,other career opportunity,,,3
GAMBIA,RESIGNATION,612,other career opportunity,311,emotional/mental health,1
GAMBIA,RESIGNATION,612,other career opportunity,616,other personal/family related,1
GAMBIA,RESIGNATION,612,other career opportunity,413,site location,1
GAMBIA,RESIGNATION,669,other concerns related to personalsafety,516,other personal safety (please explain),1
GAMBIA,RESIGNATION,616,other personal/family related,,,10
GAMBIA,RESIGNATION,616,other personal/family related,311,emotional/mental health,1
GAMBIA,RESIGNATION,616,other personal/family related,615,friend(s) or other family responsibility,1
GAMBIA,RESIGNATION,616,other personal/family related,410,host country culture,1
GAMBIA,RESIGNATION,616,other personal/family related,612,other career opportunity,1
GAMBIA,RESIGNATION,616,other personal/family related,415,other country assignment/adaptation,1
GAMBIA,RESIGNATION,616,other personal/family related,217,other program/work assignment,1
GAMBIA,RESIGNATION,616,other personal/family related,215,project/site development,1
GAMBIA,RESIGNATION,616,other personal/family related,610,romantic interest,2
GAMBIA,RESIGNATION,221,other program/work related (please explain),613,financial,1
